Sample	分组	Class	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200	G201	G202	G203	G204	G205	G206	G207	G208	G209	G210	G211	G212	G213	G214	G215	G216	G217	G218	G219	G220	G221	G222	G223	G224	G225	G226	G227	G228	G229	G230	G231	G232	G233	G234	G235	G236	G237	G238	G239	G240	G241	G242	G243	G244	G245	G246	G247	G248	G249	G250	G251	G252	G253	G254	G255	G256	G257	G258	G259	G260	G261	G262	G263	G264	G265	G266	G267	G268	G269	G270	G271	G272	G273	G274	G275	G276	G277	G278	G279	G280	G281	G282	G283	G284	G285	G286	G287	G288	G289	G290	G291	G292	G293	G294	G295	G296	G297	G298	G299	G300	G301	G302	G303	G304	G305	G306	G307	G308	G309	G310	G311	G312	G313	G314	G315	G316	G317	G318	G319	G320	G321	G322	G323	G324	G325	G326	G327	G328	G329	G330	G331	G332	G333	G334	G335	G336	G337	G338	G339	G340	G341	G342	G343	G344	G345	G346	G347	G348	G349	G350	G351	G352	G353	G354	G355	G356	G357	G358	G359	G360	G361	G362	G363	G364	G365	G366	G367	G368	G369	G370	G371	G372	G373	G374	G375	G376	G377	G378	G379	G380	G381	G382	G383	G384	G385	G386	G387	G388	G389	G390	G391	G392	G393	G394	G395	G396	G397	G398	G399	G400	G401	G402	G403	G404	G405	G406	G407	G408	G409	G410	G411	G412	G413	G414	G415	G416	G417	G418	G419	G420	G421	G422	G423	G424	G425	G426	G427	G428	G429	G430	G431	G432	G433	G434	G435	G436	G437	G438	G439	G440	G441	G442	G443	G444	G445	G446	G447	G448	G449	G450	G451	G452	G453	G454	G455	G456	G457	G458	G459	G460	G461	G462	G463	G464	G465	G466	G467	G468	G469	G470	G471	G472	G473	G474	G475	G476
12667.X3056486	训练组	Control	0	0	0	0	57	0	0	26	0	0	2	2	0	0	12	4	0	0	0	0	9	0	3	0	89	0	0	0	1507	182	2	0	0	50	17	0	33	11	0	0	0	0	0	0	233	0	2	0	14	0	37	0	0	0	0	0	255	11	0	3	0	0	177	0	108	0	8	0	10	0	43	0	116	0	0	0	0	0	0	146	0	0	0	0	0	0	0	8	0	0	165	0	0	87	1	0	0	6	0	17	0	0	0	1835	202	0	0	0	0	0	0	24	6	0	0	0	0	24	171	0	0	0	0	0	0	91	0	0	0	15	0	0	4	0	12	0	10	0	0	2	1	11	0	0	6	0	30	7	1	397	28	0	0	5	0	2	0	2	0	49	0	0	0	0	0	11	0	14	166	1	0	0	0	48	15	0	317	0	20	0	3	0	0	0	0	0	0	0	0	11	0	0	5	140	0	0	3	8	136	0	28	157	34	0	5	0	0	1	108	0	0	0	0	4	0	17	0	68	0	2	0	0	18	0	1	0	246	0	39	2	0	216	1	8	0	0	0	3	2	6	67	10	0	2	19	0	0	4	0	0	10	271	11	0	13	2	852	0	0	0	0	0	115	135	9	0	0	0	62	0	1	0	0	111	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	8	1	8	0	99	105	0	0	57	10	0	0	84	0	11	45	17	0	18	9	0	17	0	8	3	0	19	15	0	0	4	0	0	0	7	0	4	0	0	1	2061	0	0	1	97	29	10	555	0	392	0	48	5	0	13	4	99	5	197	5	29	315	0	0	0	0	0	57	0	0	248	282	6	0	15	0	0	108	68	0	0	0	38	55	0	0	0	4	0	0	14	0	0	1	34	0	0	0	0	15	0	30	0	19	14	4	0	0	60	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3074166	训练组	Control	0	0	0	0	38	0	0	4	0	1	0	6	0	0	13	0	0	0	2	0	13	0	6	0	39	14	0	0	550	158	2	0	0	34	7	0	12	9	0	0	0	0	1	1	118	0	1	12	2	1	18	0	0	0	0	0	160	5	0	0	0	5	138	1	19	0	0	0	0	0	27	0	63	0	0	0	0	0	0	24	0	0	1	0	3	0	2	0	0	0	104	3	0	74	0	1	0	3	0	3	0	0	0	1904	69	0	0	0	0	0	0	2	0	0	2	0	0	8	99	0	0	0	0	0	0	25	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	18	14	4	157	24	0	0	7	0	3	0	0	0	41	0	0	0	0	0	9	0	3	95	6	0	0	0	20	0	0	100	3	17	0	3	0	2	1	0	0	0	0	0	5	0	7	0	47	1	0	0	7	76	0	8	47	17	2	1	6	0	8	49	0	2	0	0	3	1	7	0	27	0	1	0	0	0	0	0	0	100	0	7	0	0	120	3	0	0	0	0	16	4	5	19	0	0	1	13	0	0	1	0	0	1	266	0	4	18	2	370	0	0	0	0	0	43	93	9	0	0	0	25	0	1	0	0	50	0	0	1	0	7	0	0	0	0	6	2	0	0	1	0	0	10	0	12	0	0	0	29	9	55	52	0	2	17	0	0	0	42	0	3	30	14	0	0	1	0	8	0	4	11	12	1	2	2	0	0	0	0	0	0	0	2	0	17	9	976	0	0	5	49	28	0	213	0	234	0	41	1	0	3	0	17	3	109	2	10	179	0	0	0	11	16	151	0	6	145	73	0	3	13	0	0	36	23	4	0	0	29	18	0	1	0	0	1	0	6	0	0	1	7	3	0	0	0	6	0	20	0	1	5	0	0	0	51	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3076646	训练组	Control	0	0	0	0	24	0	2	26	0	7	0	1	0	0	27	0	0	4	0	0	27	0	1	0	85	12	0	0	1087	29	0	0	0	21	14	0	18	16	0	0	2	0	2	0	139	0	1	5	17	1	33	0	0	0	0	0	224	16	0	0	0	6	185	0	62	0	0	0	0	0	74	0	63	0	0	0	0	0	2	93	0	0	0	0	1	0	0	0	0	0	110	0	0	165	4	7	0	4	0	10	0	0	0	1410	60	0	0	0	0	0	0	11	0	0	0	0	0	17	95	0	0	0	0	0	1	29	0	0	0	0	2	0	1	0	6	0	0	9	0	0	0	18	0	0	4	6	6	9	9	304	2	0	0	7	0	2	0	2	4	24	0	0	0	0	0	4	0	3	189	0	0	7	0	22	0	0	254	0	12	3	10	0	0	1	0	0	0	0	0	9	0	1	0	89	6	0	5	21	60	0	29	78	20	0	0	0	0	0	125	0	0	0	0	12	0	5	0	74	0	10	1	0	4	0	1	0	198	4	21	0	1	229	0	0	0	0	0	6	3	1	32	4	9	3	32	0	0	4	0	0	2	404	0	0	0	13	564	0	0	0	0	0	143	106	7	0	0	0	43	0	6	0	0	97	0	0	3	0	26	3	0	0	0	2	0	0	0	9	1	11	4	0	0	0	0	0	21	4	16	88	0	3	17	0	0	0	168	0	6	36	21	3	0	2	0	3	0	8	12	2	4	5	0	0	1	0	1	0	0	0	20	1	16	0	2026	0	0	0	52	17	0	417	0	465	5	17	0	0	7	0	52	8	212	3	27	222	0	0	0	0	9	156	1	0	252	731	0	3	2	0	0	76	18	0	0	0	40	32	0	0	0	0	0	1	15	0	0	1	11	0	4	0	0	0	0	23	0	5	14	2	0	0	34	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3106774	训练组	Control	0	0	0	5	65	5	0	25	0	15	0	4	0	0	62	7	1	7	2	0	81	4	0	0	227	79	0	0	2248	188	8	0	0	93	38	0	108	35	0	0	0	21	26	1	753	0	2	32	39	12	87	0	0	0	0	8	760	34	0	10	0	5	921	0	153	0	9	0	16	11	154	0	149	0	0	0	0	3	10	203	0	16	3	0	14	2	0	0	0	0	261	0	0	261	12	0	4	19	2	55	0	0	0	8318	163	19	0	7	0	0	0	108	0	0	20	8	0	69	711	0	0	3	17	28	0	189	0	3	0	45	37	0	0	0	22	10	3	20	0	0	0	57	0	0	9	10	73	61	4	792	24	0	0	42	0	14	0	11	5	192	0	0	0	0	0	23	0	0	561	25	4	0	1	103	0	19	389	0	69	0	17	0	3	0	2	0	0	0	0	19	0	0	0	198	30	0	6	151	196	0	87	253	66	0	0	0	0	50	262	0	0	0	0	43	2	2	0	205	0	5	0	0	24	0	0	0	440	0	65	9	0	375	5	0	3	0	0	57	55	6	143	0	15	14	89	0	0	4	0	0	23	1939	0	1	88	0	1171	0	10	0	0	0	211	193	51	0	0	0	151	0	4	0	0	287	0	0	1	0	53	1	0	0	0	9	0	0	0	2	0	22	2	0	15	0	1	0	85	27	49	543	0	8	27	6	0	0	330	0	48	216	27	0	16	48	2	72	1	20	31	9	43	21	8	0	0	0	23	0	14	0	38	0	62	0	4741	7	0	0	156	53	0	1006	0	718	0	329	0	0	54	49	107	19	666	20	8	895	0	0	0	47	12	386	7	0	541	343	1	7	34	17	8	311	90	13	0	0	111	95	0	10	0	0	0	5	22	0	0	0	78	0	0	17	0	0	0	77	0	42	67	3	9	0	347	121	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3122336	训练组	Control	2	0	3	0	29	0	23	6	0	4	3	3	0	0	9	0	0	0	0	0	22	0	4	0	41	20	0	0	1239	47	0	0	0	38	8	0	28	7	0	0	1	4	0	0	175	0	12	0	3	0	62	1	0	0	0	0	189	13	0	1	0	2	203	1	57	0	8	0	0	0	37	0	54	0	0	0	0	0	0	54	1	0	0	0	0	0	0	0	0	0	39	0	0	91	0	0	7	0	0	5	0	0	0	1152	65	4	0	0	0	0	3	8	4	0	0	0	0	16	153	0	0	0	0	0	0	10	0	0	0	4	18	0	0	0	0	0	0	4	0	0	2	25	0	0	12	0	9	0	0	268	5	0	0	20	0	1	0	0	1	44	0	0	0	0	0	3	0	0	173	2	0	0	1	18	0	0	180	0	2	1	10	0	0	6	0	0	0	0	0	2	2	0	0	70	4	0	6	19	49	0	39	72	9	3	1	0	2	2	108	0	2	4	0	1	0	11	0	63	0	3	0	0	3	0	3	0	205	0	13	3	0	173	5	0	0	0	0	13	23	0	11	0	0	1	8	0	0	0	0	2	5	362	0	0	13	6	497	0	2	0	0	2	57	286	28	0	0	0	28	0	0	0	0	82	0	0	3	0	2	0	0	0	4	0	7	0	0	0	0	8	0	0	0	0	0	1	13	5	6	53	0	2	6	0	0	0	183	0	8	33	14	0	0	0	0	14	0	2	4	0	4	8	0	0	4	0	2	0	0	0	1	0	13	4	1469	0	0	1	25	62	0	407	0	274	0	12	0	0	7	3	31	10	216	1	9	176	0	0	0	0	2	88	0	1	316	889	0	0	4	0	0	71	27	0	0	0	21	23	0	0	0	4	0	0	4	0	0	5	30	0	0	0	0	0	0	41	0	2	6	1	1	0	38	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3124859	训练组	Control	0	0	0	0	40	1	4	10	0	9	2	0	0	0	42	3	0	4	0	0	34	2	0	0	178	21	0	0	2001	61	0	0	0	40	34	0	58	16	0	0	0	0	1	0	392	0	3	10	48	0	62	0	0	0	0	0	533	26	0	24	0	25	470	0	123	0	0	0	0	0	100	0	85	0	0	0	0	0	0	90	15	0	15	0	0	0	0	0	0	0	242	0	7	210	17	0	8	22	4	22	0	0	0	4056	52	0	0	3	0	0	0	60	0	0	0	7	0	49	445	3	0	0	0	2	0	74	0	0	6	8	0	4	0	0	0	8	0	2	0	0	0	24	0	0	0	0	36	7	9	484	28	0	0	19	0	0	0	6	8	156	0	0	0	0	0	29	0	3	326	15	0	0	2	68	0	0	299	0	29	0	11	0	0	0	0	0	0	13	0	5	0	0	6	154	12	0	7	67	126	0	38	216	34	0	0	4	0	31	173	0	0	5	0	32	1	8	0	151	0	5	0	0	3	0	0	0	398	0	14	0	0	394	13	0	0	0	0	34	20	18	91	0	0	0	96	0	0	0	0	2	3	924	0	0	21	0	947	0	0	0	0	0	240	186	21	0	0	0	167	0	1	0	0	171	0	0	2	0	19	0	0	0	0	3	0	0	0	0	4	13	3	0	8	1	0	0	58	3	39	176	0	3	33	0	0	0	195	0	41	67	32	0	3	8	9	27	0	29	8	7	21	5	0	0	0	0	1	0	8	0	15	1	14	18	3361	0	0	0	102	32	0	810	0	555	0	140	1	0	32	18	73	28	424	20	28	397	0	0	0	10	16	225	0	2	269	290	7	0	37	0	0	178	48	0	0	21	118	79	0	14	0	0	0	0	12	0	0	10	57	0	11	0	0	1	0	85	0	15	52	12	0	0	170	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150003	训练组	NSCLC	0	0	0	0	18	0	0	1	0	0	5	0	0	0	12	0	0	0	0	0	9	0	2	0	65	7	0	0	849	150	0	0	0	29	3	0	10	2	0	0	0	2	2	0	172	0	2	3	2	2	45	0	0	0	0	0	128	9	0	0	0	1	54	0	27	0	1	0	1	0	20	0	50	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	2	55	0	0	39	3	0	2	0	0	0	0	0	0	866	59	0	0	0	0	0	0	4	0	0	0	2	0	10	82	3	0	0	0	0	0	26	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	7	0	0	6	0	1	6	0	183	1	0	0	1	0	0	0	2	0	23	0	1	0	0	0	4	0	0	163	1	0	0	0	22	3	0	77	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	64	1	0	0	7	44	0	22	57	8	0	2	0	0	1	44	0	0	0	0	3	0	1	9	28	0	2	0	0	0	0	0	0	87	0	12	0	0	117	6	0	8	0	0	9	0	2	19	3	0	4	9	0	0	1	0	6	9	226	1	8	8	0	454	0	4	0	0	0	54	64	4	0	0	0	19	0	0	0	0	94	0	0	0	0	8	1	0	0	2	1	0	0	0	0	7	0	6	0	1	0	0	0	15	0	33	61	0	3	13	0	0	0	24	0	3	22	9	0	0	0	0	9	0	5	8	1	8	0	0	0	0	0	0	0	2	0	2	0	15	0	1908	0	0	0	56	8	1	263	3	162	0	4	0	0	12	0	25	2	782	3	0	182	0	0	0	0	1	94	0	0	252	231	0	0	7	0	0	26	18	0	0	1	26	5	0	0	0	0	0	0	4	0	0	3	8	0	0	0	0	0	0	12	0	1	8	0	0	0	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150005	训练组	NSCLC	0	0	0	0	14	0	0	7	2	0	0	0	0	0	20	0	0	0	0	0	10	0	0	0	80	0	0	0	666	124	0	0	0	12	2	0	10	6	0	0	1	0	6	0	104	0	0	9	7	1	7	0	0	0	0	0	117	3	0	1	0	4	64	0	64	0	1	1	0	2	18	0	88	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	123	0	0	56	3	0	0	6	0	1	0	0	0	918	95	0	0	0	0	0	0	3	0	0	0	2	0	6	86	0	0	0	0	3	0	19	0	0	1	0	2	0	8	0	2	0	0	0	0	0	0	4	0	0	1	0	7	0	2	183	3	0	0	8	0	0	0	3	0	14	0	0	0	2	0	2	0	0	105	0	0	0	4	28	0	2	101	0	6	0	0	0	0	0	2	0	0	0	0	10	0	0	0	28	7	0	0	12	59	0	20	50	38	0	0	0	0	8	43	0	0	0	1	2	0	6	0	33	0	2	0	0	8	0	0	0	144	0	12	0	0	133	0	0	0	0	1	6	1	1	16	0	0	6	16	0	0	0	0	0	2	171	0	0	3	0	331	0	5	0	0	0	81	55	9	0	0	0	29	0	1	0	0	49	0	0	0	0	6	5	0	0	0	5	0	0	0	0	0	7	12	0	0	0	0	0	3	4	16	71	0	0	19	0	0	0	28	0	2	21	9	0	0	3	0	11	0	10	7	0	14	0	0	0	0	0	0	0	0	0	2	1	8	0	1063	0	0	1	43	22	2	162	0	150	0	2	2	0	0	20	23	0	179	6	3	161	0	0	0	4	3	96	1	0	170	109	0	0	8	0	0	88	17	0	0	0	52	24	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	24	0	1	13	1	0	0	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12692.150006	训练组	NSCLC	0	0	0	0	23	0	0	14	0	2	0	0	0	0	15	0	0	0	0	0	7	0	0	0	21	0	0	0	324	51	11	0	0	41	17	0	10	3	0	0	0	3	0	0	53	0	0	0	1	0	26	0	0	0	0	0	47	14	2	0	9	1	26	0	18	0	0	1	0	0	17	0	60	0	0	0	0	0	0	155	0	0	2	0	0	0	0	0	0	0	73	0	0	35	13	0	2	0	0	1	0	0	0	512	78	1	0	0	0	0	0	13	0	0	0	0	0	9	570	0	0	0	0	0	0	20	0	4	0	0	2	0	0	0	5	1	0	0	8	0	3	17	0	0	2	0	555	1	0	142	4	0	0	9	0	1	0	0	0	42	0	0	0	0	1	1	0	0	178	2	0	0	0	27	0	1	55	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	14	0	0	0	14	50	0	8	16	10	0	0	0	8	1	37	0	1	0	0	4	0	34	0	20	0	3	0	1	19	0	0	0	48	0	7	0	0	88	5	0	2	0	3	38	0	2	11	0	0	3	13	0	0	0	0	1	1	73	0	0	13	6	193	0	0	0	0	264	36	37	6	0	0	0	6	0	0	0	0	43	0	0	0	2	598	0	0	0	0	0	0	0	0	2	0	1	7	1	2	1	0	0	65	2	0	25	0	0	20	0	0	0	47	0	6	11	2	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	2	0	0	0	2	0	5	2	461	0	0	2	37	2	5	116	1	55	0	5	0	0	2	1	44	0	25	1	3	62	0	0	0	1	4	51	0	0	72	126	1	0	2	0	0	21	8	0	0	0	36	6	1	0	0	0	0	0	3	0	0	0	9	0	0	0	0	1	0	13	0	1	2	2	0	0	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
12692.150007	训练组	NSCLC	0	0	0	0	15	0	3	3	0	2	2	0	0	0	9	0	1	0	0	0	6	0	0	0	41	1	0	0	543	74	2	0	0	6	0	0	9	2	0	0	0	1	0	0	81	0	0	1	3	1	18	0	0	0	0	0	105	2	0	0	0	2	181	0	20	0	2	0	0	0	24	0	80	0	0	1	0	0	0	53	0	0	0	0	0	0	0	0	0	0	83	0	0	65	8	3	0	0	0	0	0	0	0	623	69	2	0	2	0	0	0	1	0	0	0	0	0	5	55	0	0	0	0	0	0	20	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	10	0	0	1	0	2	2	0	164	3	0	0	8	0	2	0	0	0	15	0	0	0	0	0	1	0	0	56	2	0	0	0	8	0	0	115	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	48	0	0	0	8	27	0	9	42	7	0	0	0	0	8	67	0	0	0	0	1	0	7	1	21	0	0	0	0	0	0	0	0	74	0	3	1	2	78	0	0	0	0	0	10	11	0	15	0	0	0	7	0	0	0	0	13	1	166	0	0	10	0	265	0	0	0	0	0	28	57	14	0	2	0	32	0	0	0	0	88	0	0	0	0	3	0	0	0	0	2	0	0	0	4	2	0	6	0	1	0	0	0	6	0	31	42	0	0	13	0	0	0	50	0	1	14	7	0	0	2	0	7	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	738	0	0	0	25	19	0	172	1	98	0	10	0	0	4	0	31	1	79	4	13	83	0	0	0	0	1	56	0	0	153	176	0	3	5	0	0	15	16	0	0	0	27	18	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	3	0	14	0	2	3	0	0	0	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
12692.150011	训练组	NSCLC	2	6	0	0	73	0	0	11	0	1	6	9	0	0	32	0	0	1	0	0	22	0	5	0	113	13	0	0	1728	364	6	0	2	94	5	0	50	6	0	0	0	3	5	0	236	0	4	4	5	0	48	0	0	0	0	0	284	21	0	0	0	2	842	3	226	0	0	0	4	1	59	0	250	0	0	0	0	0	4	102	0	0	0	0	0	0	0	0	0	4	571	0	0	201	7	2	5	5	0	17	1	0	0	2500	285	11	0	0	0	0	0	14	3	0	1	0	0	35	264	0	0	0	1	2	0	67	0	1	0	3	26	0	0	0	0	0	0	0	0	0	1	25	0	0	5	0	68	6	1	416	23	7	0	18	0	4	0	0	0	121	0	0	0	0	0	12	0	0	288	7	0	2	0	47	2	1	331	0	43	0	1	0	0	0	0	7	0	1	0	2	0	6	0	107	3	26	3	48	154	0	39	143	46	0	8	4	0	26	209	0	2	0	0	17	0	15	1	80	0	12	0	0	10	0	1	0	285	0	57	0	0	297	4	0	0	1	0	46	7	11	42	0	13	20	59	0	0	2	0	43	2	407	0	0	44	3	911	0	0	0	6	0	139	229	23	0	0	0	51	0	1	0	0	144	0	0	14	1	30	1	0	0	0	13	0	0	0	6	18	7	23	0	0	3	0	4	33	1	41	103	0	2	27	0	0	0	146	0	2	62	22	0	1	2	0	65	3	16	29	2	11	9	1	0	0	0	0	0	0	0	4	3	27	16	2731	0	0	2	69	24	0	601	0	402	1	31	1	0	10	0	75	5	236	15	22	297	0	0	0	12	1	223	0	2	391	4831	0	0	6	0	0	92	368	0	0	0	90	51	0	0	0	0	0	0	3	3	0	5	55	0	1	2	0	12	0	45	0	9	28	0	0	1	120	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12692.150013	训练组	NSCLC	0	0	0	0	16	0	0	13	0	13	0	1	0	0	29	0	0	0	0	0	14	0	7	0	98	4	0	0	977	208	0	0	0	22	7	0	33	13	1	0	1	4	2	0	107	0	1	1	13	0	25	0	0	0	0	0	261	4	0	4	0	0	210	0	35	4	4	7	0	0	33	2	286	0	0	0	0	3	0	89	0	0	6	4	2	0	0	0	0	0	168	0	0	62	13	0	0	3	0	9	8	0	0	2321	132	0	2	0	0	0	0	5	0	0	0	4	0	11	211	0	0	0	0	0	0	38	0	0	0	1	1	0	4	0	2	1	0	1	0	0	1	12	0	0	0	0	24	0	1	170	27	2	4	15	0	2	0	1	0	44	5	0	0	0	8	13	0	2	108	7	0	0	0	47	0	0	113	0	44	0	5	1	0	0	0	0	0	0	0	9	0	1	0	75	0	0	0	17	124	0	42	78	36	0	6	0	0	16	75	0	1	0	0	2	0	9	0	47	0	0	0	0	11	0	1	0	171	0	26	0	0	158	4	0	0	0	0	24	4	8	33	0	0	2	9	0	0	0	0	4	9	334	0	2	15	0	471	0	3	0	0	1	77	60	9	0	0	0	23	0	1	0	0	104	0	0	1	0	40	4	0	0	1	0	0	0	0	6	11	14	9	0	0	0	0	6	1	0	9	110	0	3	25	0	0	0	69	0	6	37	7	0	4	1	0	22	2	5	13	5	16	4	5	0	1	0	2	0	1	0	12	2	16	11	1509	6	0	1	102	11	0	308	0	227	0	50	0	0	3	6	36	3	203	3	17	233	0	0	0	16	0	160	2	2	169	605	0	0	13	15	0	86	87	0	0	0	70	21	0	0	3	0	0	0	16	0	0	0	23	0	0	0	0	9	0	27	2	2	24	0	0	3	55	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
