DLPFC	ACC	PUT	GP-INT	GP-EXT	CAUN-H	CAUN-B	HIPP-CA2	CB	THAL	NACC	HIPP-DG
5.980475348	5.476786015	5.746063273	6.579803456	6.517128654	5.614933795	5.674998954	5.579665216	4.934107749	6.084912211	5.504654272	5.452800632
7.892178979	7.301246591	7.034599252	8.233649426	8.41923872	7.351589847	7.378952894	7.015632884	6.721347745	7.464496809	7.20244235	7.388544749
5.81511439	5.19005576	5.117087135	6.653293335	7.036669497	4.962117262	4.782188556	7.885643661	4.240630656	8.126054366	3.954258768	6.228243945
10.49718136	9.507421796	9.231848369	11.24343845	10.90625733	9.148628946	8.476032558	10.67795502	8.619848337	12.57801989	8.279731613	9.592683774
5.098647588	4.157436722	4.461594539	5.63607712	5.917565034	4.646514079	4.222872457	3.89994589	3.834739643	5.386556286	3.805541304	3.929821559
7.234981208	6.848298825	7.198250325	8.197870626	8.369350289	7.16347202	6.966735373	6.89464477	6.42280716	7.92696201	6.864332754	6.629715059
6.131417629	6.731258229	6.866762821	7.803455971	8.112845095	6.849810479	6.454154786	8.0511102	5.458376921	7.769665207	7.185762894	6.5854239
13.69328486	12.73218789	13.06121584	13.84013476	13.13824665	12.22888137	13.48346759	12.25256407	11.78420153	12.70205869	13.12139087	12.17236619
13.82490241	13.71114076	13.28214926	14.67703561	14.66693324	13.20239386	12.90842008	13.09895114	12.69795457	14.37464827	13.5750201	12.69708818
7.41086603	7.51208439	8.385208838	8.633924325	8.192789088	7.784846669	8.183974717	8.36777089	7.103456176	8.550415632	8.463901685	7.463179173
6.074805967	5.339998038	4.522854945	5.90467534	5.694090425	5.222982261	5.375319783	5.62532883	4.681160369	5.846671351	4.946532636	4.815307304
4.150854064	3.796226846	4.066182227	4.205512991	4.626963615	4.269011494	4.765592968	4.038408378	2.633431924	4.5603739	4.2586733	4.101116798
8.432577451	7.716485043	7.47598961	7.772820659	7.815789423	7.214928764	7.488165601	6.914389353	7.316015214	7.775433069	7.210991562	6.700801561
9.90687236	9.088453308	8.177018212	9.514434217	9.535496743	8.700137234	8.727642504	8.53453792	8.724295463	8.765523018	8.455137434	8.433257866
11.06944475	10.17301964	9.226692968	10.53749586	10.43843942	9.252413953	9.553652477	8.560371725	9.756603842	9.552515146	9.216699425	8.347851643
4.011240772	3.861609991	3.097434011	3.904643533	4.016402105	3.15147756	3.814539279	3.649035146	3.518957091	3.475621018	2.871640943	2.769484335
8.17005173	6.48573859	6.106335512	8.047856348	8.348120451	6.519274366	7.03804645	5.210116267	6.285022715	6.219150148	6.040218036	4.810245496
7.036669497	6.57204038	5.525554164	7.355910072	7.378286158	6.009411656	5.47798828	5.407459151	6.711620756	6.777133852	5.664553699	5.715163422
9.559968234	9.268459095	8.364356218	10.47807971	10.36852168	8.877313384	8.46982472	7.410265656	9.639897029	9.851175906	8.791303503	7.704579788
7.202614807	6.564823998	5.795299209	7.622647109	7.357094534	6.317020025	5.75382492	5.401877891	6.954911722	6.765845258	5.563883942	5.897172474
8.123135819	7.289867715	6.336964107	7.949891353	7.791210383	6.638021549	6.426168374	5.575027475	7.748640656	7.260044021	6.497461652	6.292908354
6.688916543	6.385067667	6.123012651	6.79613708	6.924297404	6.495908433	6.344862388	6.644884484	6.534929234	6.994863234	6.345967568	6.970520369
7.036474343	6.449562216	5.942869039	6.673419779	6.662921788	6.249000907	5.91454424	6.618948114	6.602334595	6.442742373	6.217268296	6.557903786
5.747455603	5.73219214	5.889003353	6.380915985	6.199495917	5.578045867	5.315405425	4.485885762	6.985139637	6.776247856	5.306017438	5.232476034
6.395791803	5.531355656	4.852857326	6.438866855	6.138601112	5.020228071	5.148417415	3.800378484	6.474451441	5.79847131	4.831085551	3.898450599
4.646514079	3.908942712	3.812684261	4.820477714	4.712542503	3.864756523	4.254221698	4.375217195	4.090671721	4.865205671	3.779802281	4.434042891
5.449841821	4.982372337	4.354752499	5.978781531	6.333914481	4.683552275	5.255611456	5.358917811	5.415252208	5.638951666	4.49990232	5.516124524
3.934583863	3.548386071	2.814243858	4.512141951	4.737626201	3.435735665	3.502006741	3.318700253	4.185733834	5.017094422	3.03074698	1.754464829
5.255472606	3.950593545	4.660564541	5.164649764	5.202937384	3.886662418	3.792552251	3.441980205	4.211297284	5.435607958	3.906538215	2.707639305
2.133869355	2.922258233	0.981180823	2.817693484	2.155841097	2.869425818	1.387465548	1.18308269	1.593860138	3.245832885	1.011619151	2.593498853
9.781681442	8.95396226	8.173144196	9.700495305	9.571156518	8.627882329	8.791357099	8.581958902	8.027137337	9.001881016	8.312358256	8.074886405
11.35469365	10.67027003	10.37608974	11.35689491	11.34182434	10.50432297	10.26789405	10.52803768	9.825835036	10.92923236	10.31714235	10.13341624
4.150854064	4.932097726	5.382842685	6.030255644	6.022722126	5.242128489	5.255885401	4.10475908	4.705654292	5.647092123	5.72707179	3.519300871
8.013452783	8.496486702	9.017085631	9.781554211	9.924179842	8.407594125	8.668267739	7.617232626	8.138904191	9.129499646	8.884950851	6.549697656
10.84902336	9.80723022	9.867550865	10.95198802	10.99174015	9.470991322	9.90847577	9.98667281	10.29562938	10.06309882	9.336067944	8.683979961
4.548635577	2.412610653	3.732620928	6.123012651	5.637061699	3.26856226	3.525730857	3.224745297	4.539297769	5.122610514	4.034732955	3.346457527
0.67448798	0.846069703	0.852979444	1.337289503	0.680750995	2.418315715	1.65111953	1.10627462	0.699144714	3.393380143	1.685505037	1.545597481
3.122946902	2.55409519	2.461149775	4.184116495	3.45532131	3.084269617	2.722305331	3.97963524	2.972886155	3.74560486	3.72727802	3.86681389
11.47039939	11.22212883	11.24565306	12.39032905	12.71175765	11.28688918	11.15409256	10.07543806	10.18528656	12.08379075	10.74890964	9.626212676
12.62391871	12.39399053	12.50119413	13.5956491	13.78589748	12.73956868	12.40205269	11.47844448	11.43327207	13.12323204	12.19090143	10.89442911
8.143894479	7.788486487	7.580563333	8.326623067	8.469230862	7.635038453	7.365711468	6.959807452	7.876087878	8.226552648	7.554228212	6.934359988
9.087732585	8.930899672	8.829631279	9.641640431	9.817047385	8.577540657	8.606367884	8.176225644	8.485491964	9.279079609	8.579728219	7.740687421
4.342183561	5.308989222	4.394719337	5.207412931	5.311134829	4.527936404	4.765606212	4.205835477	4.419839819	5.085769536	4.839447457	3.595773012
5.295566341	5.628124477	4.331606359	6.257484755	6.386348166	4.761791312	5.021720153	4.875480032	3.60682862	5.2440735	5.514349923	2.147315288
5.642108972	5.408965515	5.132166709	7.518977081	7.84433979	5.928518596	4.735522075	6.593945259	4.651561868	8.278224566	5.57528367	5.237931662
7.599010734	7.170817918	7.838431172	9.005956393	9.121893407	8.029895211	7.165492544	8.044301763	6.928379569	10.07818522	7.579062514	7.20963287
8.53308978	8.144248656	7.587034859	8.351775412	8.297873013	8.048928951	7.750744503	9.364565482	7.059391449	8.439520116	8.205026278	9.123581364
7.353111634	7.142443316	6.883492752	6.744987153	6.668311736	6.803497813	6.496512342	8.773749507	6.082069465	7.801548218	7.363925798	8.279190298
3.849455039	3.594659386	1.910025887	3.179309457	3.167069483	1.831043459	3.233627938	3.196640507	2.898293664	2.706705042	2.160692291	2.992921202
6.534983272	5.896400793	5.442302307	6.475411126	7.108519888	5.905877855	5.713020872	6.070130937	6.781915429	6.928903811	4.972621681	6.098491403
8.269052551	7.682470972	7.001211022	8.643527789	8.587897364	7.384566191	7.522285461	6.808947543	7.401654377	7.7856537	7.030811337	7.028195621
8.307475735	7.840139225	7.016797586	8.453490161	8.138945805	7.132833984	7.269804484	6.743542854	7.029727554	7.718031638	7.341177257	6.676050845
5.557115084	5.374521729	6.160003605	6.334528053	6.659679899	5.092077935	5.088849732	5.665320995	7.322601569	6.223401247	6.035628098	5.190507093
9.56495007	9.684997346	9.370315083	10.2354996	11.04611458	8.983310018	8.937958528	9.322708362	11.53027501	10.15266595	9.388324151	8.944299366
6.104712674	5.342884598	6.516781113	5.936290417	5.644051459	5.683870363	5.750539451	6.36596768	5.620425668	6.4804193	5.508509824	5.878848562
4.442467573	4.287510145	5.599407376	4.415143584	4.258866468	3.820597776	4.644965771	4.486747186	3.014338678	4.75316714	5.699036342	3.123909631
10.55713774	9.540724429	10.99061881	6.139829558	6.717389735	9.542940568	10.21647877	10.37933755	8.69648908	5.717422141	9.088505922	8.917840453
0.734894105	1.044027179	1.487886816	1.447510872	1.47186676	1.540425345	2.559827526	1.984967881	0.800917019	1.097372933	1.495884908	0.83321993
2.917544265	2.658554054	2.118009322	3.862699553	3.597763088	3.229768569	3.612497096	1.591919551	0.67448798	1.018668256	3.004029149	1.608492494
7.080810623	6.395536313	5.500160425	7.003852407	6.620855727	6.264929579	6.431060053	6.549075149	6.108222533	6.223609893	5.688063827	5.898659585
3.433192551	2.881874281	1.583995503	0.756397571	1.229672796	2.73135255	1.960418246	1.375895859	3.69341711	1.106635066	0.859840897	1.450195601
7.398812945	6.452763569	5.30825809	6.578419824	6.57204038	5.912229494	5.496410242	5.63873344	5.84906909	6.108050147	5.402483808	5.398477853
6.188515833	5.390101994	5.063434543	6.434920396	5.609287073	5.639998294	5.772382629	5.503567659	4.918515891	5.656924892	5.842578384	5.144863196
4.024953579	3.539176727	3.794597356	4.461433962	3.94165989	3.356639625	3.037007954	3.899823818	4.00035096	4.246963345	5.119327363	3.860243584
9.547026871	8.549048722	7.98768694	8.824993851	8.961150009	8.036706715	8.105019933	8.044612302	7.834754076	8.488232912	8.366107059	7.259311154
7.354336439	7.880407047	7.113684786	9.285430336	9.254634681	7.900479113	7.547098676	7.021623488	7.241643851	9.610692194	7.586239095	7.528753864
11.07126758	11.3093724	10.52803768	12.39637698	12.18117817	10.76507161	10.43164595	9.11590784	10.56910422	12.50963655	10.35893705	9.703226651
6.00187459	6.421771267	6.483082021	7.183292526	7.165492544	6.449649176	6.76821949	6.635964173	5.697311177	6.753362934	6.257046266	6.298956722
8.279030647	7.705538614	6.46549522	7.904823541	7.788741461	7.165492544	7.059504628	6.040733398	6.932524509	6.855400615	6.935229517	5.973049569
6.33313547	5.624931175	5.555326314	6.912540317	7.135925588	6.105816282	5.959660076	4.574934517	5.415545836	6.31390996	5.67644845	4.887979192
7.675552237	7.175197228	7.296537281	8.365509541	8.619627916	7.237466036	7.158948095	6.24631297	7.220432118	7.856932904	7.11239629	6.395272313
9.428039016	8.942923855	8.682456126	9.898620573	10.08855692	8.639433492	8.793408985	8.106698063	7.709248695	9.547026871	8.324094271	8.256946764
10.67153784	10.45297174	10.56971862	11.34182434	11.63493999	10.60071821	10.2849761	10.24723863	9.603318066	11.64890471	10.24139776	10.3587849
7.451438267	7.020902838	6.974018625	7.322870128	7.766997482	6.853132565	6.45258798	7.378952894	6.769545283	7.446304236	6.780787955	6.376284052
7.08189179	6.528582596	6.018157734	6.336545677	6.228233367	5.453284617	5.946476025	6.514914719	6.216802298	6.102755855	5.959918486	5.465341369
8.503009785	7.983482672	5.816684956	6.197335024	6.613225161	6.149932734	6.360180419	4.765116059	6.532458162	5.179972098	6.32019986	3.140867855
1.228255761	0.866311969	0.959935461	1.103317544	0.67448798	0.693299694	0.732147251	2.444920822	0.854691297	0.711218296	0.892245195	1.69691402
11.21424701	10.08472964	9.873299591	9.332320501	9.338765267	9.514290487	9.496297373	10.59879869	9.776160134	9.520383197	9.840141116	10.85420893
1.191522963	0.94511225	2.430279636	1.071008332	0.796365928	0.962370804	1.103905293	1.454516218	0.888171011	0.812642065	0.998559695	2.66331182
9.444000457	8.752371286	8.555937233	9.236606006	9.428039016	8.443646808	8.383142419	8.141117116	8.5522674	9.024218467	8.275550429	9.501488699
14.88752466	14.04164773	14.48794752	15.23268206	14.88053969	14.1157049	14.3897994	14.15630837	13.52878396	14.63182304	14.35593547	14.22623254
4.519606994	4.746544484	4.647367854	5.926824494	5.846893192	4.915104322	4.222746933	4.390088588	3.062748628	5.670981774	3.944552685	3.597833871
7.205927064	7.146552626	7.04338341	7.879747388	7.967650248	6.500555464	6.773055101	6.195309497	4.826418325	7.992997932	6.987012215	5.535597628
6.901830328	6.17982275	7.215708499	6.801170632	7.19620732	6.943830754	6.944396313	7.627403397	6.209743968	7.026686771	6.076058109	7.029753015
7.996436284	7.644891223	8.460810793	8.210143825	8.499906917	8.212496255	8.299114141	9.132440433	7.443153475	8.124580888	7.73565427	8.349873421
12.56435266	12.41788923	14.405392	12.69058259	13.0184507	12.00250611	11.59533582	10.31721262	10.77259841	14.78430481	11.62598032	10.35347832
14.9530211	14.90728124	14.13598788	15.91965159	15.61503157	14.14742949	13.97334191	13.22269639	12.74174247	15.46305592	13.73641769	13.10630967
15.00067896	14.65667464	13.435952	15.92033208	15.59571456	13.92890953	13.62355822	11.79220298	12.37476839	14.97095706	13.12139087	12.06418537
2.855574025	2.227620952	2.208953007	2.100897317	1.890065715	0.88585144	2.564592528	0.864974469	3.488002295	0.859860726	0.67448798	1.645705147
8.003081831	7.757396096	7.406814991	8.034107838	7.583075656	7.22568903	7.243817118	7.03181771	7.991877738	7.870853825	7.807891459	7.398693892
13.04554005	12.20071011	11.98157538	11.47989254	11.58081087	11.4569245	11.45965841	12.67236719	11.97589835	11.59639995	11.95520446	12.91044383
11.21424701	12.35182795	12.08960449	12.70743024	12.79449366	12.10982142	11.79095348	11.80080014	9.728268423	12.20725311	12.81534745	11.45253848
12.27241907	11.58386396	11.6288548	12.87747715	13.10246297	11.72927051	11.87819636	12.03189623	10.63479958	11.70258077	11.44777051	11.48546692
7.953171467	8.468065517	8.885412531	9.26110413	9.549449629	8.636934669	9.194522846	6.666410972	6.326771213	8.645118751	8.276518891	6.759800627
7.147805027	6.333914481	6.128855082	6.726814995	6.865773672	5.83756126	6.163876173	7.102844281	6.242128851	6.802457525	5.72192367	6.37321366
4.139042952	2.926102258	2.020921956	3.336069473	3.503438037	2.996513173	2.143206866	3.735185921	3.026886959	3.464806476	3.115572092	2.856364492
10.98693117	9.590608464	8.990972832	10.00005367	9.924841721	9.005900123	8.767294802	8.970679506	9.231148966	10.10261465	9.00712223	9.061551803
9.244116589	7.749522917	6.585861267	8.145073628	7.768369047	7.090261981	6.58977086	6.737248908	6.895157905	8.24414719	7.090263815	6.540375336
9.780258686	9.16319525	7.720617928	8.987982731	9.384855104	8.481257543	8.432190709	7.254697667	8.478914556	9.036747786	8.511948447	8.167783871
13.86344534	13.68282774	12.73191095	13.65284203	13.67849126	12.73563006	12.73146918	12.07114016	12.98379673	13.5750201	13.48731515	13.10131067
7.623719551	7.234834442	6.204834832	8.464671522	8.431692076	6.807051906	6.245313235	6.224777256	5.660611837	8.322813595	6.316366765	5.445656295
7.643491907	7.365653645	6.641932539	8.04384916	8.32574522	7.028285634	7.108151951	7.284189029	7.277906398	7.828519796	6.776428658	6.784496546
9.816476728	9.132341698	9.121679875	9.404786545	9.656084888	9.084806227	9.05809073	10.01816784	8.943698469	9.155644272	8.946660946	9.573552894
8.662596622	7.495208264	6.790605983	7.073901412	7.016054239	6.855912524	7.074651102	6.993342925	7.06333156	6.630909275	6.759997788	6.448436395
9.554672621	9.046311151	8.845324582	10.18357434	10.31066355	8.939176986	8.753233394	9.971132206	8.540645673	9.620506068	8.601310056	9.183028265
9.218473877	8.582607882	7.948982607	9.30443023	9.188148429	8.035514176	8.183639606	9.044079041	8.159950466	8.8588204	7.960807427	8.177573645
11.59122681	10.68073287	9.810136179	10.97255915	10.93884891	10.05499642	9.822983864	9.995406121	9.938758931	10.75923859	9.769209059	9.879590181
6.035109793	5.488826057	5.460020588	5.605749509	6.025185515	5.25997364	5.943877824	5.987904728	5.824870597	5.160048441	5.142779444	5.841243676
7.990486214	7.595131112	8.04550375	8.259304788	8.661821232	7.869084444	7.989613302	8.697341558	7.959242886	7.8002961	7.694830504	8.414379142
6.761482349	6.153817324	5.85919132	7.558909804	7.55909325	5.417328821	5.157079807	3.462049669	3.80730437	6.840200097	5.134692253	3.25307625
7.38134775	6.914203369	6.510441207	8.095206234	8.365790733	6.645850492	6.500834094	5.177618479	4.922835823	7.859390709	5.954128255	4.733654841
5.690086138	6.198865517	5.937707816	6.160023566	6.071008141	6.327036571	6.456867233	7.0447867	5.804088856	5.206212915	6.018241696	6.5229677
7.461026589	8.166353787	8.008804783	7.793537196	7.779172039	8.267960599	8.294345269	9.56495007	7.716283338	6.846280385	8.510904727	8.778496642
11.28154113	10.31460081	10.03911092	9.765999497	9.849848283	10.03291391	9.914737515	10.33034734	10.00443797	9.856886447	9.66292265	10.47576375
13.64368963	12.63656255	13.12139087	12.10504764	12.03406673	12.19289369	12.09425705	12.73218789	12.87888572	12.39032905	12.66270063	12.95224683
0.67448798	0.952592747	1.098980165	0.67448798	1.000976418	0.841023463	1.014059538	2.43295747	0.67448798	0.67448798	3.622388182	0.677622886
2.046641059	0.935034991	3.056304155	0.67448798	0.680750995	2.039828317	1.077698668	3.35019696	0.795497507	0.710019163	0.908739042	1.280216747
