DLPFC	ACC	PUT	GP-INT	GP-EXT	CAUN-H	CAUN-B	HIPP-CA2	CB	THAL	NACC	HIPP-DG
7.585285124	6.857948361	7.20290209	7.323186974	7.517290764	6.942624365	6.838086221	6.773378637	6.807475715	7.343434828	6.774821797	6.53145107
9.675662193	9.121679875	8.447638053	9.380369575	9.569842995	8.875566318	8.895174248	8.112216234	8.308682875	8.773807342	8.26090919	8.000532689
10.71254064	10.4268657	9.918983778	10.60150739	10.57082936	10.14894143	10.2478198	9.675157774	9.38262654	10.02784568	9.882505763	9.365937874
8.774781113	8.140673784	7.62224936	8.832189554	8.659633232	7.711753127	8.130653366	7.017601151	8.279172451	8.132701198	7.384566191	7.267964082
10.48416958	10.02515184	9.901264859	10.74890964	10.65590579	9.829781555	10.00145087	8.854749087	10.33215365	10.60052755	9.485703637	9.342087368
10.1022064	9.820946966	9.302096421	10.40063748	10.74940417	9.626881833	9.633759538	9.289667995	9.384301196	9.963557458	9.578268281	9.169166061
11.93365948	11.80996371	11.40935654	12.32336641	12.28170302	11.48490419	11.50358725	11.54649967	11.09046722	12.09918121	11.45763515	11.25696481
9.223149945	8.585220002	8.080342635	9.343204822	9.73846298	8.488912076	8.460810793	8.166774632	8.704523262	8.844363559	7.326507604	8.09646216
3.103798004	1.78346175	0.948522908	2.446165714	1.05422401	3.057207699	2.308319787	1.091554336	2.81835502	1.984967881	3.254704159	3.413498914
11.00264801	10.24323983	9.605726638	11.09981941	11.01711476	9.672218943	9.685395108	8.545608532	10.14732793	10.68092041	9.449015886	8.607428589
9.238528084	8.150788167	7.726610047	9.279079394	9.439108771	8.159155489	8.035805745	7.3897532	7.936829215	8.858340979	7.694640043	7.619909415
10.04699216	9.216938633	8.902562508	10.37915591	10.21588911	9.075600108	8.820650873	8.80921913	8.524489016	9.754854484	8.487126747	8.525064442
3.070283425	2.97887868	3.468615801	4.245641779	4.632795468	3.270672177	2.707492167	2.704863524	3.327319008	4.007503634	3.005200461	2.433071647
2.687864603	0.883056126	2.9866798	4.607350206	4.326706707	2.858780794	2.335363184	1.314926456	2.322938145	2.690431743	0.86509646	2.012611768
5.825588862	5.341165239	6.003844813	5.570981477	5.97198778	5.717698594	5.390272617	5.214226845	5.303895654	5.657337614	5.856841798	5.326834132
7.020919378	6.821299818	7.25688597	7.079690226	7.316128474	6.760932794	6.899152126	6.267134283	6.310443695	7.230399349	6.801066216	6.479897399
6.942624365	5.854269719	5.262227148	5.422563517	5.752601792	5.413666497	5.481545131	5.166781206	5.341019537	6.084912211	5.375319783	4.790842857
8.784162493	8.024090487	8.534802457	8.58357417	8.712274579	7.584489105	8.211027908	7.45482593	7.174650403	8.639733881	7.631782801	6.874967838
8.770586538	7.881118228	7.559577968	8.097649958	8.252574625	7.578167511	7.513025121	7.548514412	7.202461085	8.073357302	7.676735482	6.771515847
8.609585455	7.953320768	7.587034859	9.432769487	9.399813683	8.26090919	7.847303301	8.510904727	7.749776371	8.573970508	7.734625204	7.742953222
10.2849761	9.663304779	9.076846681	10.35781026	10.5785945	9.189435552	9.005900123	8.556401044	9.398254069	10.21838062	9.121655793	8.459033409
4.296378065	3.387625653	4.092356021	4.100628463	3.78995559	3.548474266	3.524109525	3.689365924	4.072387278	3.203594171	2.941152477	3.45164681
9.778395499	8.965707641	9.439873221	9.218633393	9.537580673	8.842166605	8.783905435	8.777916815	9.222906997	9.347088725	9.090190891	8.791781847
5.107923168	4.488848684	4.295919445	4.587325111	4.768720918	4.331841664	4.196849602	4.780970425	4.880976186	5.557115084	4.758774742	5.069464415
7.277097613	6.588309077	5.870516238	6.734050274	6.478642319	5.81829803	5.81829803	5.950863791	6.524475012	6.620863244	5.936349486	6.197328325
7.875283709	6.864352295	6.562942938	7.03903079	7.281849536	6.380915985	5.992579721	6.108069658	7.108794745	7.009590532	6.750756057	6.11071849
10.88366942	10.22640044	10.25176667	10.94763316	10.93114431	9.925396272	9.691378592	9.765403484	10.26901671	10.74494204	10.25470606	9.925522921
10.74149496	9.780258686	9.638182603	10.12267239	10.21588911	9.850581419	9.604311615	9.835237747	9.099309451	10.17721891	9.167300515	8.953946908
6.890868097	6.926007291	7.859856243	6.998263452	6.880642057	7.392911555	7.800293102	7.972819237	6.300566512	7.629992534	7.258534525	7.051628852
6.336525337	6.298847828	5.875243181	6.240034407	6.671382612	5.867638886	6.393675059	6.186704949	5.316424827	6.706951558	6.105196675	5.225703661
14.42601056	14.13211105	13.8544222	14.88752466	14.91105023	13.72112607	13.93481585	13.70841539	13.41848111	14.50658644	13.68282774	13.35996509
8.383906128	8.233449525	8.056899888	9.688760941	9.598583647	8.073255923	8.166334753	7.708047213	6.653517659	8.655344589	7.62911517	7.319930839
1.570260793	2.155833153	0.67448798	2.379191583	1.874886106	0.67448798	0.819482153	1.672218255	1.327680683	0.747087994	0.691595422	0.749434044
5.23467934	3.028579239	0.917930793	2.12747365	3.291445387	2.092835107	1.790567377	1.814950792	5.523541663	1.300433918	0.834006609	0.67448798
8.335422518	6.891958609	6.866319474	6.313403904	6.349345863	6.871127631	7.007604604	7.102580523	7.703600035	5.547124456	6.584674586	6.993094638
8.784754861	7.196087965	7.685657734	6.688286727	7.32298409	7.358005502	7.635452236	7.526303722	8.224531082	6.226388736	7.482876071	7.600565297
5.006721755	3.983541915	4.566000253	5.112205716	5.436525031	4.75682394	4.749451009	5.739638829	3.976921908	5.165264502	5.296237871	5.025560113
5.23091956	4.156487058	3.992744456	4.424517732	5.108932385	4.12434055	3.900700461	5.011849474	3.482843271	4.157460692	4.288587536	4.103704631
9.908146293	8.942215784	8.42753793	9.45590275	9.369996753	8.501934516	8.518177452	7.56893438	9.033331323	9.363686257	8.094105975	8.137217857
10.47997585	9.575788574	8.828667129	10.03023954	9.954410498	9.106051668	9.134393248	8.428604017	9.476890505	9.896933962	8.720866688	8.877042712
9.78783855	10.26260212	10.8022661	11.42607428	10.67484228	10.21705883	11.22000165	10.94002652	9.007691022	10.91769645	11.07968082	9.912660421
7.095662375	6.745231619	7.053267146	7.473283193	7.391011014	6.735878334	6.793312995	6.294080412	6.07310866	7.704778078	7.137669842	6.285213912
10.98996844	10.38579437	10.44190726	10.9046517	10.94367737	10.32539726	10.63198909	10.18650896	9.227004374	10.2508683	10.35893705	9.68668986
11.28056814	10.79391338	10.79416174	11.17623251	11.20672233	10.63198909	10.98743462	10.3844252	9.764414218	10.82501431	10.64279491	9.92722929
6.271350422	5.832949334	3.715109577	6.392521289	6.633344724	5.271195764	5.153323	4.70834972	4.872392833	5.990135502	4.284640952	5.004223137
8.104761241	7.655191807	6.708133658	8.267522039	8.308311952	7.030811337	6.973847454	7.178154879	6.739767852	7.973144081	6.84965069	6.780188077
12.69058259	12.3523065	12.09115034	12.77353615	13.12772776	11.92736424	11.73200084	12.21538303	12.53957259	13.06440779	12.06469775	11.78465744
14.39046588	14.9789322	14.96566531	15.59571456	15.31478037	15.20171009	15.21512945	15.08676075	14.17897227	15.46040726	15.02362314	14.83694294
11.03961837	10.85071411	9.370373717	12.20725311	11.61753121	8.561706441	10.89523774	8.181655816	9.91107746	9.708508122	10.98743462	8.594259599
8.559642184	7.479689438	7.978378241	7.742646193	7.909250183	7.172285306	7.645303496	8.071791896	7.190297875	7.755412953	7.57142272	7.753391944
9.333436661	9.008905306	8.215321315	9.695683804	9.622455333	8.499963017	8.758896617	8.181502868	8.157606041	8.968171794	8.175573219	7.842590508
10.63141693	10.39126355	9.970116707	10.91069258	11.03948304	9.96369737	10.12755545	9.786519809	9.931152734	10.67153784	9.696593815	9.593147561
9.129499646	8.579601814	8.032789695	9.294573339	9.384832151	8.273401273	8.42109804	8.091072388	8.523017695	9.157782472	7.771374258	7.590936228
9.35521867	9.277480116	8.882298283	10.50092769	10.37798183	9.240744426	9.111295667	9.26664115	8.504436174	9.790331497	8.85889502	8.34167468
10.48205962	10.34410919	10.31721262	11.53779432	11.7085984	10.33670852	10.27050553	10.28053129	9.76519082	11.15319785	10.22077709	9.620117944
13.29461517	12.90757257	12.76487944	13.67849126	13.60125336	12.83534262	13.03191939	12.95272952	12.61548045	13.12139087	12.6862775	12.1748886
9.562810748	8.551817765	7.58042005	8.658861914	8.595171641	8.071791896	8.270080722	7.179039593	7.758018254	7.612178697	7.338483503	7.073329744
7.693524204	7.576788516	7.627484038	8.421882365	8.517422165	7.446505506	7.170752484	6.744120824	6.890319268	8.865244435	7.654909712	7.087322481
10.70554932	10.35204617	10.25847004	11.62030557	11.50873356	9.963996652	9.724981083	9.302768902	9.131800049	11.75633034	10.21851244	9.719848742
7.116086129	5.99033456	4.742932943	5.747208272	6.048155656	5.030802615	5.220354838	5.608827301	6.164216305	4.894056314	5.26725954	4.561367802
7.868699182	6.770570682	7.190638242	6.991719567	7.423884854	6.349345863	6.755823007	6.835299233	7.601104486	6.700409525	7.113383971	6.423325586
4.456306083	4.163975379	4.62389554	5.161423382	5.477409605	4.138997854	3.994247042	3.932391959	4.218774657	5.579433688	4.785684135	4.684112487
7.406814991	6.553046084	5.303628059	6.796455576	6.563110587	5.510552998	5.630366831	4.248590294	6.245447462	6.205331008	5.456266731	4.254381591
2.894596572	3.010555175	0.67448798	2.721610605	3.278992494	3.162237817	3.358140618	3.913809833	1.694301866	0.67448798	3.329653574	2.255594719
4.324480127	4.311436826	4.376948529	4.664015958	4.561635285	4.742932943	5.169670239	4.286406472	2.322315285	4.251848066	4.78355917	3.354209928
4.83442462	3.506301458	4.138272622	4.723515211	4.126983226	4.077966511	3.885341797	3.702127854	4.297072369	4.581289556	2.585054112	1.666042083
5.67538567	5.446030724	6.176085854	6.167671142	6.549030866	6.123012651	5.992189216	6.551089431	6.083753907	6.490685736	5.805582461	5.480199981
7.834935916	7.159260033	7.24530632	7.650355282	8.105793594	6.799187801	7.195781183	6.962412395	6.526112891	7.417313249	7.313738326	6.919243026
6.511793281	5.992053664	6.604781055	6.547049571	6.912529847	5.920712877	6.052436428	6.485888971	5.807613283	6.941856239	6.381647089	5.834452787
12.79752769	12.03445882	11.83684967	12.84898136	13.03191939	12.11771293	12.13984337	11.29148097	11.50195587	12.12362314	11.61747755	11.4714652
12.49204377	11.77754337	11.97095338	12.59114972	12.87319081	12.03332279	11.90277009	11.35380408	11.24369896	12.10276912	11.51127415	11.40655753
3.990173399	3.353086279	3.128693257	2.672829408	3.185084263	2.762565045	3.157485937	3.132662247	2.893661932	3.773545198	2.678328809	2.74857512
8.680906674	7.77551747	7.067499555	8.068665826	7.867499346	7.60856069	7.638734951	6.718251456	7.720644445	7.77206259	6.642794073	6.543024685
9.616771614	9.269303158	8.181502868	10.0019535	9.707491433	8.639733881	8.435617608	8.786122125	8.61748703	10.29843667	8.838490585	8.470047822
11.05927	10.61129132	9.679936267	11.45468206	10.98952463	9.834558893	9.566648168	9.39506098	9.743338035	11.83684967	9.778990276	9.284197262
9.444340758	8.53308978	7.911433425	9.015169969	9.075901994	8.145073628	7.963599481	7.360678513	8.165687702	8.75166369	7.803328008	7.647862591
10.50092769	9.788355654	9.483085892	10.23253423	10.19274145	9.336067944	9.301007378	8.876786957	9.365058156	10.28560862	9.321675517	9.064716448
7.563339618	6.809202325	6.701967342	7.731067798	7.97193682	6.687876157	6.563110587	6.286244179	7.30008388	7.81085965	6.616816027	6.962114759
7.899975153	7.426576535	7.187964942	7.936231289	8.389392609	7.401952249	6.854407704	6.879205468	7.481287846	8.207040669	7.212023892	7.090505577
7.312220202	6.528582596	6.489928763	7.490982855	7.670645681	6.103583	5.956926831	6.825454831	6.594443967	7.755613533	5.818663668	6.559109578
11.02288206	10.5349031	9.671960437	11.38804381	11.27833068	9.496383672	9.592917589	9.821936431	9.821998777	11.16035575	9.734429306	9.656395856
6.967064106	6.974825814	6.616993253	8.326284973	8.402417938	6.989816745	6.662304631	5.491843369	4.853092669	8.094077879	6.546900299	5.170460851
6.904328153	6.771745014	5.476406855	7.868069818	7.868189029	6.056352894	6.286154052	4.358003982	4.258558875	7.450040851	5.589197592	4.531421785
7.261066186	7.435606236	6.94206388	8.84719806	8.720866688	7.200677699	6.86968906	6.737487352	6.507448621	7.942466148	7.213564036	5.664593626
5.200476798	4.904738563	4.715187993	6.547049571	6.228481848	4.602321106	4.718117193	3.709520779	4.059935834	5.914619999	4.569270012	2.663116621
8.771481448	9.05691538	9.355293831	10.58697769	10.6958758	8.869390313	8.770682686	8.54732496	8.236011695	10.66376747	8.952772015	7.627387575
6.239178445	5.116982763	3.86447303	5.295118044	4.442114461	4.8339704	4.828116437	2.514479907	4.628222415	4.437361695	4.365735258	4.077420599
10.9833566	10.28620233	10.86524901	10.61935119	10.92521812	10.20855274	10.26013105	9.973283844	10.41322974	10.65590579	10.42317278	10.34922578
9.167845732	7.784079753	7.147441084	8.673567967	7.652920577	6.593567497	7.909223438	6.702692231	6.398018327	7.102224897	7.231970134	5.972343466
7.368604805	6.625507022	6.638475037	7.021381821	7.68360696	6.393376405	6.201988014	5.289465283	6.852031524	7.134930998	6.34406492	6.846787921
12.35481427	11.80945742	11.77759665	12.39642921	12.59080138	11.80996371	11.98100908	11.36471717	11.64949228	12.22152945	11.65296221	11.30124381
11.45559717	10.99566429	10.7185796	11.55435985	11.57724408	10.80700641	10.99401815	10.58603702	10.65587324	11.29344854	10.64964632	10.15633477
14.6784279	14.28810979	13.81456292	15.02362314	14.91818748	13.9590927	14.20264436	13.29461517	13.94162108	14.31747184	13.74326997	13.19286611
7.875884685	6.656179955	6.730700253	7.479817257	7.582947391	6.448113833	6.423794378	5.836257537	6.680489706	7.120409581	6.662032325	6.249087163
11.01217474	10.20064446	10.13206331	10.72739703	10.88501746	9.658714866	9.673220478	9.481461943	10.26469511	10.473276	9.922444641	9.779270989
6.336545677	5.962776072	5.812478494	6.417755121	6.020413537	5.165052066	5.249395717	5.286203392	6.131604574	6.471896111	5.414741103	7.156934424
2.961548223	1.77787198	3.474032709	2.584693654	2.394710503	1.690315183	2.661491475	1.005752956	1.842292699	0.67448798	1.769685198	1.924415672
8.498051322	8.207040669	8.04550375	8.953404094	8.864609366	7.94099757	8.101883787	8.075754969	8.025686216	8.425294889	7.836799897	7.765888333
10.06941696	9.464118951	8.808022695	10.21743367	10.14465451	9.273470695	9.286837187	8.110351168	9.286036903	9.695671123	9.039578148	8.287968129
10.08171883	9.492219883	8.476696151	9.642219466	9.658765468	9.137996366	8.869933535	8.192789088	8.748128171	9.78783855	8.756942697	8.222256871
11.19154616	10.52440751	10.2354996	10.94763316	10.94377645	10.1605544	10.18647455	9.801474706	9.940815307	11.20224007	10.13300901	9.810253388
8.720226923	8.434482933	8.638158529	9.656812804	8.715921627	8.538951019	8.986960898	8.856045894	8.369172532	8.059184931	8.207375186	8.252608218
8.77913863	8.383777181	7.863857501	8.850157354	8.573689121	8.182430823	8.496449532	8.444097118	7.639668025	8.003081831	7.394758151	7.569116582
9.994130799	9.705373832	9.131702806	9.885554156	9.900546661	9.314644858	9.315289591	8.752712129	9.140404238	9.695584448	9.064130004	9.234647791
9.006453112	8.416360534	7.854520372	8.711943495	8.675111966	7.773300998	8.406720322	7.966624737	7.888747805	8.198105756	7.81729043	7.648165528
10.5018512	9.614431127	9.254464642	9.924841721	9.914737515	9.24771665	9.285545595	8.754869512	9.072879587	9.872701203	9.206921259	8.70549165
9.581702723	8.995722423	8.833510794	9.610500166	9.806254102	9.073654793	9.15689122	8.055198996	9.1525666	9.146199172	8.617598469	8.459706567
4.870507836	3.969297505	1.218953477	3.416792636	0.731371277	0.986412693	3.7583326	1.706745199	3.179549768	0.931284357	1.105219234	0.749108835
6.931448312	6.149932734	6.52751552	7.022317258	7.088525228	6.42993181	5.980134696	6.066468549	3.296085584	7.555878245	6.819227778	5.684103812
7.933335022	6.974933254	5.427756649	7.548514412	7.331471125	6.017803297	5.749747269	3.812653196	2.725970269	7.387272969	6.422813717	4.05376658
8.876906504	8.483099939	8.609218641	9.344158846	9.699380055	8.494598994	8.629780209	8.25456089	8.996299218	9.167175183	8.224720359	7.332326713
10.03074493	9.620119561	10.17721891	10.65682487	11.00705805	9.768074008	9.86242683	9.917674001	10.31509773	10.77164053	9.93718162	8.882429261
7.170752484	6.50605188	7.375824686	7.578688571	7.798042201	6.925698807	7.196087965	7.043163751	5.855233151	7.393646966	6.30976383	6.335194604
7.594409587	6.508779348	6.257306589	7.47265613	7.000204831	6.341418792	6.666606475	5.679755773	5.791518346	6.916476663	6.126680469	5.496158487
3.240140901	3.218931928	2.780429413	3.673773631	4.450741271	3.614971542	3.590112181	2.661816587	3.163895621	4.045692389	4.013050541	3.020033197
3.615085041	3.791370694	2.436254712	4.055480699	4.161450469	3.504122389	4.363932345	2.970907691	3.182210247	3.801364407	4.019389109	3.338510112
7.922980732	7.391464551	7.419436858	7.094792826	7.978085932	7.626672922	7.148023854	8.432912483	6.782173149	7.347697031	6.882822499	7.466391952
11.31909433	10.75336601	10.40563073	11.05593055	11.083183	10.25912408	10.66941433	10.41161134	10.49448605	10.52803768	10.33911254	9.860976456
10.31118924	9.611154281	9.379279568	9.847650122	9.887936167	9.145254589	9.140458672	9.41717407	8.961930128	9.700611644	8.96484693	9.350319096
9.888976259	9.131795129	8.922050963	9.552775356	9.618633204	8.71393096	8.802718175	9.137776524	8.442666682	9.384601823	8.62415361	9.01316732
9.087734545	8.389340981	7.576600911	8.969374709	9.337375227	7.830800122	7.743969218	6.705869896	7.489460768	8.707620025	7.556098955	6.201559874
12.27422898	12.04842421	11.43830732	12.76090147	12.5768721	11.36799168	11.50902178	10.4710128	10.9103092	12.25256407	11.44933281	10.182854
9.890864949	9.067720288	8.65059738	9.595495949	9.907665954	8.773807342	8.85315307	8.46235778	9.091170692	9.335781605	8.309553565	7.882320369
10.72739703	10.01848045	9.985586714	10.70852627	11.0376959	9.735226575	9.896059575	9.57452241	9.998984891	10.38495201	9.743197995	9.205661198
6.79873426	6.386737085	6.233375629	7.162225192	7.404646189	6.344268425	6.328911542	5.61533229	6.30887693	7.302729404	6.212138837	5.976771846
11.61787588	11.45028334	11.08251985	12.73146918	12.47190154	10.9402684	11.51504977	10.56857152	10.63207643	12.00433471	10.97025606	10.38935934
9.777254962	8.970101603	8.408149812	10.19274145	10.25303811	8.824266675	8.476592939	7.508605276	8.466443583	9.878632008	8.599191163	7.492383628
11.32990577	10.95526509	10.63198909	12.03445882	12.09425705	10.6082503	10.32542173	9.972238331	10.17577527	12.13984337	10.57067891	9.794639713
6.516781113	5.805086712	6.985980305	6.28484456	6.851060458	6.875185944	7.08906568	6.278032727	5.194370119	6.571719203	5.788441179	6.830137481
6.621116692	4.898994147	6.7411749	6.17984026	6.088484042	6.202222085	6.40295074	5.214820234	4.026117528	5.304950513	5.479273772	5.485420436
10.77560534	10.11969212	9.890398966	10.26013105	10.33309764	10.03291391	10.08171883	10.21792414	9.260866846	9.85777401	9.511383139	9.625514813
11.02288206	10.31285635	10.25419331	10.59192455	10.48829426	10.29149462	10.39274936	10.53192287	9.395921174	10.25912408	9.859965918	9.895446536
4.684321234	5.296525287	6.044915712	5.260588976	5.665112334	5.0266377	5.913403806	6.33813935	4.510255429	5.662526999	5.904839323	5.770920089
6.809298186	6.653300541	5.886938778	7.25131514	7.034371332	6.717816283	6.91865975	6.61080454	5.777007319	6.725549217	6.131314332	6.145735534
10.32408311	10.04362969	10.31878715	10.65794202	10.77630046	10.26495621	10.28752612	10.29100057	9.286619481	10.34731701	10.07543806	9.85101194
6.227241953	6.938559302	7.074173913	8.548122387	8.63076001	7.344874253	7.195474807	7.08249894	6.152574816	8.215184006	7.071941062	6.803744245
6.774827081	6.759641051	6.546500281	8.557913974	8.422189316	7.089879806	6.973392993	5.951025875	5.678589979	7.770643459	6.802818916	5.850879602
7.142386135	7.015632884	7.474297379	8.350959277	8.370010037	7.689802309	7.230399349	6.844441063	6.483302235	8.740007646	7.967166234	6.426693884
10.65682487	10.72271127	10.77630046	11.73200084	11.79095348	10.9402684	10.55130766	9.434322434	10.20379498	11.74534901	11.05798431	9.344567182
6.890868097	6.189387787	5.945091603	6.961455589	6.568903015	6.051058732	6.314223272	6.371876894	6.45636852	6.505559832	6.018561261	5.93376567
8.090734613	7.778372697	8.233749713	8.476360547	8.57121106	7.97811806	7.959359447	8.281622231	8.274593805	8.55934701	7.966624737	8.040162532
8.462692441	8.065114627	7.647398495	9.086703329	9.04568967	7.787214986	7.587418615	6.614349528	7.477220982	8.733986232	7.268485196	6.879970822
7.245494865	7.308227292	6.720316194	7.856420798	8.067400168	6.837992684	6.902003687	6.423930716	6.886348944	7.560670309	6.615573203	5.198266766
6.483890559	6.704859657	6.320176562	7.659888631	7.638734951	6.305556998	6.283198743	5.801728449	6.61666281	7.47265613	6.156248047	4.718269844
7.094058912	6.607656184	5.602351924	7.623680922	7.254475859	6.173981156	6.17982275	4.98574834	6.149193731	7.341177257	6.264157756	4.384859032
8.606913257	8.013452783	7.55743751	9.174258797	9.413699396	8.061268086	8.020746117	6.998380257	7.184597649	8.767252845	7.650079948	7.057194331
0.67448798	1.07620178	1.111055112	0.67448798	0.845039531	0.980176273	1.058938044	1.589317318	0.962087374	0.759124144	1.005965027	0.722198963
11.22212883	10.61422052	9.343640603	10.91039542	10.89863973	9.890926622	10.13424819	8.861781538	9.949997568	10.2204235	9.382619336	8.968567093
11.65983088	10.89346833	10.23592514	12.22642911	12.50917843	10.55555693	10.13692255	9.30773791	10.01548022	12.09980852	9.83832876	8.792817148
12.2880858	11.7957696	11.35380408	13.02923025	13.29540071	11.47066658	11.10992574	10.44001168	11.07123575	13.17279299	11.15569048	10.06799211
8.210869393	7.392505745	8.320564593	7.642003274	7.935290113	7.717415602	7.801810972	7.61074561	7.109064937	7.886948937	7.841000067	7.385384021
8.863464599	8.199155312	9.177657325	8.580642393	8.397010641	8.41444277	8.64250315	8.508268915	7.940635516	8.755664814	8.562695734	8.142186251
6.092882312	5.936076708	5.773731964	5.78774705	6.51270654	5.53581921	5.71017321	4.792964852	5.016438713	5.928153955	5.849071833	5.099036479
10.12705949	9.566926011	9.639220797	10.10174298	10.29754945	9.454082023	9.610775705	8.654199161	9.197918632	9.949827217	9.471157911	8.801417476
7.243162837	7.181738071	6.438729695	6.839508375	7.005334824	6.85031624	6.699346715	7.43106187	6.484521038	6.668493848	6.600237428	7.183535655
9.464332966	9.179062458	8.615477806	9.134393248	8.997365549	8.930899672	8.58357417	8.548537246	8.549830415	8.784754861	9.319193988	8.496517043
8.201976997	7.870028381	6.900725893	9.252032734	9.167845732	7.594409587	7.398812945	6.616216151	7.015653085	8.572081718	7.141279547	7.248771732
8.920954884	8.547128219	7.401655334	9.803618009	9.734972613	8.096296729	7.623956425	6.079504106	7.284892642	8.901785764	7.322870128	6.999770379
7.164047374	6.422813717	5.94192936	6.912539385	7.021418044	6.212315205	6.183212452	5.882804881	6.706416814	6.726144565	6.273671313	6.290992829
7.184147706	6.648740607	6.424372163	7.270289875	7.019280865	6.527730944	6.474863123	6.152208902	6.573657928	7.041750886	6.404065277	6.366951702
8.752810973	8.297873013	7.870028381	8.514401059	8.54741378	8.364863532	8.529117372	8.832189554	8.040210368	8.063794415	7.948332986	8.940062649
9.884479284	9.55022805	9.683743899	9.718291858	9.85109266	9.506468237	9.700495305	10.21647877	9.443144721	9.820282	9.638182603	10.38243802
6.256118563	5.391413	4.335374631	5.511914475	5.813173573	5.107343277	5.144007418	4.045692389	4.56593949	5.145807117	4.644500185	3.626572033
3.921632795	3.456847682	2.882736542	3.240315055	1.937024741	3.207993161	3.68598464	1.294237586	2.914625915	2.394809709	3.609014337	2.505749693
5.500499883	5.286534582	5.162619351	6.101200523	5.851462852	4.592682861	4.796954411	3.147952595	4.323993232	5.211985064	4.874855483	4.234920506
3.46505604	2.780429413	3.021870786	4.430096214	4.303882751	3.384887962	3.957114495	3.800378484	3.309915969	4.99628692	3.662678085	4.248173679
3.505402983	3.352612916	4.447706719	3.933202792	3.792605866	3.673053904	3.697445751	2.653470698	3.530144784	4.03510098	3.367154681	3.983352609
6.38570717	6.078502657	5.597829197	7.168580264	6.964667606	5.830710017	5.630828521	4.863231094	5.65451145	6.620863244	5.105143008	5.229851234
7.554160577	6.702380048	6.683887873	7.449523549	7.858506009	6.774546224	6.558368373	6.247720922	6.930406656	7.568350365	6.588309077	6.357386327
9.081322042	8.212024757	8.68278014	9.10415734	9.428349225	8.475049807	8.292336867	7.904346734	8.41603928	9.167300515	8.470126188	8.381794988
7.99905762	7.010505719	6.898465012	8.240372824	8.510141751	7.219803439	6.798258735	5.458404942	7.128349839	8.476696151	6.537279485	6.003395127
9.683000697	9.025666271	9.384886077	10.25176667	10.24833501	8.980718458	9.030425103	7.781890333	9.110725753	10.77256694	8.798279357	8.269225147
7.674468725	7.297556268	6.891514201	8.416360534	8.605288295	7.147891149	6.800757592	5.645626289	6.174925822	8.036653581	6.864352295	6.345395555
3.960942822	4.148813348	4.355003301	4.076775461	3.890438562	3.011458911	3.750285919	4.073842879	3.346880276	4.7350906	3.920421263	3.839507705
6.208265023	5.66154387	5.099878145	4.80601438	5.871988372	5.181008958	4.974048753	4.808763869	5.493194235	5.439660654	4.606128335	4.891068713
8.912684214	7.97329798	6.866311324	8.245160531	8.092715184	7.507539044	7.263290018	7.4787818	7.377516236	7.906374823	6.840567851	7.097852617
6.637441866	6.605605963	6.533018194	6.989816745	7.025204601	6.645168152	6.926753868	6.799186018	5.900331057	7.142443316	6.63333114	6.590238182
5.261103776	5.054404815	5.020349557	5.085885947	5.588385102	4.612172396	4.230332478	5.104879323	4.795073109	5.696713506	4.508090302	4.871195305
10.69689553	9.803618009	9.723453237	10.13584498	10.29815664	9.476638969	9.483180876	9.794396546	8.738431438	10.44693504	9.584774014	9.645308348
10.75336601	10.46016107	10.54742631	11.95450655	11.96429852	10.77630046	10.58397869	9.968524618	9.555648541	12.08387031	9.863108394	9.119091877
11.63563386	11.38813121	11.170265	12.65946048	12.56251867	11.18719441	11.32924906	9.531235477	10.44247581	12.65946048	10.53812856	9.382168272
8.355899104	8.036832749	7.644296092	8.942819152	9.189535838	7.962078883	7.611325899	6.306546177	8.811290266	9.060367268	7.726741214	5.578695126
8.215321315	8.235463119	8.156028074	9.137470003	9.496447216	8.044191783	7.773977203	6.649048525	9.047614175	9.341476465	8.192480086	5.926448085
8.259304788	7.059736565	6.051711561	7.240476502	7.42054617	6.524085335	6.755331423	5.798577919	7.063197916	6.659283418	6.030415918	5.891578752
8.343179043	7.034764067	6.291691147	7.288956584	7.617322375	6.761482349	7.188446541	6.080986273	7.491735673	7.010533944	6.257689891	6.534707311
9.904832405	9.854258104	9.474450264	10.31347088	10.39833872	9.377889593	9.53921431	9.745809522	9.008317459	9.970598607	9.417827498	8.918332241
11.05680658	10.93884891	10.55555693	11.17623251	11.11325612	10.40965077	10.38615929	10.25074766	10.54277454	11.32653898	10.65837595	9.977106609
6.944119726	6.046073368	5.557451224	5.774241719	6.203746079	6.500007044	5.769033644	4.377575551	6.687204799	5.620005028	5.499441422	5.436254373
7.331905279	6.180936507	5.807862768	5.935143326	6.036217955	5.992189216	6.048551092	4.630689469	6.757862849	5.230273678	5.491843369	5.457676912
7.713488515	7.413768062	7.022317258	7.590899659	7.614842651	7.258210923	6.990562353	7.121483439	7.211934059	7.721275762	7.025214079	6.182683492
8.186919822	7.189812518	6.873182491	7.561522142	7.547159442	7.045691657	6.991363181	6.661948853	7.312529309	7.485638891	7.010960573	6.233813163
6.781430172	6.701561378	7.373492716	7.46100698	7.569787632	6.843837048	7.00691733	8.267960599	6.935154431	7.403618673	7.028452766	7.013320363
9.290515512	8.927504521	8.321903808	9.682961608	9.636460115	8.343637477	8.582677883	8.059184931	8.540436859	9.467436	8.584581461	8.073371174
